GlimsID,boundingbox,L8Dates,L7Dates,L5Dates,fileaddress
G088313E43812N,"[[88.274114, 43.789814], [88.341902, 43.789814], [88.341902, 43.826003], [88.274114, 43.826003], [88.274114, 43.789814]]",,,,G088313E43812N
