GlimsID,boundingbox,L8Dates,L7Dates,L5Dates,fileaddress
G086801E43117N,"[[86.795518, 43.110825], [86.812193, 43.110825], [86.812193, 43.120259], [86.795518, 43.120259], [86.795518, 43.110825]]","['2013-06-09', '2013-06-25', '2013-07-27', '2013-08-28', '2013-09-13', '2013-10-15', '2014-03-24', '2014-08-15', '2014-08-31', '2014-10-18', '2015-07-01', '2015-08-18', '2015-09-03', '2015-10-05', '2016-08-04', '2016-11-24', '2017-05-03', '2017-07-22', '2017-08-07', '2017-11-11', '2018-05-22', '2018-07-25']",,,G086801E43117N
